# x (AU), y (AU), v (AU), v_{x} (km s^{-1}), v_{y} (km s^{-1}), v_{z} (km s^{-1})
1.566674362463758852e-01, -2.331757414677563048e-02, 1.396611139318259254e-01, -4.055202180416356050e+00, 1.122592656777126230e+01, 1.007178926594106194e+01
-6.962537104325639348e+02, 1.742773556562228123e+03, 2.195246571519800455e+03, -2.764137261637353554e-03, 1.769985450828277102e-02, -1.002915141672224703e-02
-9.888572513223213178e+00, 5.028812079436139726e+00, -1.673401581995915421e+01, 2.071710236471970557e-01, -8.868336110127075095e-04, 1.375326357929777810e-01
-1.398415852349152270e-03, -2.801786047351247609e-03, -1.577332018756284586e-03, -3.396195455011283570e+01, 4.882535940639612448e+01, -5.661793082253413445e+01
2.825944599202052064e-03, -2.270527143765621036e-01, -7.315357682714793142e-02, -4.482259339925142250e+00, -2.439246631180395308e+00, 2.672160569464852475e+00
-8.349798265043279599e+00, 4.787456290206117515e+00, -5.660044782159893151e-01, 2.963133679132080367e+00, -2.433187819416226194e+00, 3.343260428413700747e-01
9.681729706935162348e-04, 1.005042261555030673e-02, -6.339028244918441454e-03, -8.085528101619857466e+01, -3.735788281493891105e+01, -7.157948985221638338e+01
1.256178296781281997e-03, -7.554913410791157507e-04, -6.598142549227756465e-05, 1.075086374754726748e+01, 1.763847871233370057e+01, 2.717185526191789435e+00
-3.400266916683212457e+03, 2.526137647727628632e+01, -1.036889517680898280e+03, -4.383323944583497958e-03, 1.928132185950913241e-03, 4.010181646435380734e-03
3.452894144856277308e+02, -7.058948741162580518e+02, -8.449297951096987163e+02, -3.539193475764571689e-02, 9.002326594213694300e-02, 3.060559590760110749e-01
-6.789750539373348204e+01, -3.838022123838940729e+02, 8.021065795928396938e+02, -9.903746571199505133e-02, -4.200409615092746962e-02, -2.281063978530064457e-02
-5.132414743756837794e+01, 2.984258297457571985e+00, -2.940068855042969176e+01, 8.422016891858228327e-01, 9.963002835375781019e-02, 5.004819561889490842e-01
-4.181642135464969989e+00, 4.130627473688657680e+00, 6.145277531327133502e+00, 3.017527947739792604e-01, -7.407783776072173199e-01, -6.692417209286276314e-02
5.795132138257678145e-01, -3.793608533596782295e-01, -4.672897289218739258e-01, -3.293411916781899262e-01, -5.067272566960074470e-02, 2.182080874663780423e-01
-2.058218543427265679e-01, 3.632109204939648062e-01, -2.374783927138936213e-01, 2.285488089379972276e+00, 5.853605827977492737e+00, -3.535396242916895471e+00
6.470707254370005934e+00, -1.796489636577249804e+00, -3.152702893433199982e+00, -1.392542019784430039e-03, 6.927550653767938424e-03, 1.205122151847277598e-02
4.930459786744585959e-01, 2.776788145875731528e-01, 3.845262353001002720e-01, 2.812891519020639830e+00, -8.354291526096728759e+00, -2.312102351720568549e+00
-7.420437517539950179e+00, -3.977806770041887763e+00, -1.702568164362992320e+01, 8.768365568824902923e-01, -4.052506403828837547e-03, -3.844954849976977423e-02
-1.555358597652884889e+01, 2.635731796341239441e+00, -2.124032413632978944e+02, 9.559830610561960429e-02, -8.303600867889324166e-02, -1.571667706709795331e-01
-1.945120436874577252e-01, -3.018766530599569231e-01, 6.353968657452810920e-01, -1.531224800175192136e-01, -1.268476215887993641e-01, 1.025630290761754271e-01
-5.331214883526250170e-02, 3.339713090153211949e-03, 1.321861945606708499e-01, 1.709859675503208609e-02, -3.038026853253789766e-02, -3.554616879108103700e-02
6.457478022442288967e+00, 5.997840263695217722e+00, -1.182243765167230976e+01, -2.491270937300124277e+00, -9.201606723505952878e-01, 8.119537240229167674e-01
3.321414526206043405e+01, -5.986572802518013603e+00, 7.835577751207124741e+00, 3.710299121536328459e-02, 3.526407944936453542e-02, 5.658554864841466303e-01
-1.254256004981443851e-01, 1.655973926006802377e-01, 2.576972004831512564e-01, -3.636675493876167370e-02, -8.136720365853321368e+00, 9.037984453851933608e+00
2.450010887539219584e-02, -2.939891482794162236e+00, 4.677799719657877997e-01, 1.688307324396019604e+00, 1.978778918666478148e+00, -3.429565508781166616e-01
2.529676281960333029e+02, 2.491370587590831462e+02, -6.864022871214977783e+01, 4.799624936524132246e-01, 3.208770124055243533e-01, -1.263595884255570012e-01
2.716730268656075253e+00, -1.068734881913366408e+00, 2.955259314225974418e-02, -1.592802025299140389e-01, -4.041077040602356063e-02, -3.462422126302742154e-01
1.976808894152899676e-01, -7.970592884801437350e-01, 4.183112838157419522e-01, 3.418031310082532415e-02, 2.034592378764613907e-01, -1.257997881613908027e-02
